ID,Backward_References
2034836290,2118355391
2034836290,2123095825
2034836290,2130079447
2034836290,2134121872
2034836290,2137573805
2034836290,2146128510
2034836290,2168423440
2034836290,2273816831
2034836290,2497171922
2035846038,50998119
2035846038,1484864026
2035846038,1965508252
2035846038,1967124187
2035846038,1968226299
2035846038,1972909829
2035846038,1975627359
2035846038,1976405615
2035846038,1983494063
2035846038,1983718341
2035846038,1989527266
2035846038,1995581171
2035846038,1996341630
2035846038,2005916137
2035846038,2012168604
2035846038,2012530943
2035846038,2020454206
2035846038,2020476691
2035846038,2021347416
2035846038,2026758223
2035846038,2026763889
2035846038,2026787615
2035846038,2027602257
2035846038,2030462075
2035846038,2037124948
2035846038,2043984244
2035846038,2044187339
2035846038,2054276194
2035846038,2054765702
2035846038,2058633808
2035846038,2060581682
2035846038,2065213471
2035846038,2067223903
2035846038,2067581274
2035846038,2069569081
2035846038,2071110688
2035846038,2072267538
2035846038,2076052043
2035846038,2080238278
2035846038,2081010510
2035846038,2083096822
2035846038,2089760580
2035846038,2103110074
2035846038,2112072718
2035846038,2124859223
2035846038,2130958283
2035846038,2134121872
2035846038,2149005324
2035846038,2164995141
2035846038,2169097255
2035846038,2170189108
2035846038,2789111982
2069584151,159953106
2069584151,216074056
2069584151,1801743253
2069584151,1964312253
2069584151,1964511379
2069584151,1965656989
2069584151,1967256172
2069584151,1968492906
2069584151,1972045892
2069584151,1972920283
2069584151,1973958125
2069584151,1974496794
2069584151,1977104259
2069584151,1978578901
2069584151,1987628734
2069584151,1988212471
2069584151,1988726929
2069584151,1993719393
2069584151,1997077993
2069584151,2000622732
2069584151,2003377125
2069584151,2012221472
2069584151,2013935385
2069584151,2017588448
2069584151,2018358894
2069584151,2023812810
2069584151,2026600646
2069584151,2029161378
2069584151,2033389971
2069584151,2035011869
2069584151,2037608884
2069584151,2038635666
2069584151,2044082983
2069584151,2045485954
2069584151,2045543760
2069584151,2047240543
2069584151,2049186166
2069584151,2049514025
2069584151,2051619005
2069584151,2055607188
2069584151,2064040919
2069584151,2064379766
2069584151,2065019747
2069584151,2065366739
2069584151,2073009537
2069584151,2073557241
2069584151,2075273025
2069584151,2075314701
2069584151,2075787915
2069584151,2078695450
2069584151,2084730888
2069584151,2088910861
2069584151,2093754564
2069584151,2094103671
2069584151,2094888157
2069584151,2099004597
2069584151,2099249357
2069584151,2101460179
2069584151,2107109461
2069584151,2107882128
2069584151,2113561777
2069584151,2115299422
2069584151,2129109035
2069584151,2131141565
2069584151,2142887842
2069584151,2145076046
2069584151,2146738944
2069584151,2150560657
2069584151,2151684063
2069584151,2152704739
2069584151,2162603798
2069584151,2169806835
2069584151,2171090657
2069584151,2974306837
2078695450,181001322
2078695450,216074056
2078695450,576730947
2078695450,593053879
2078695450,1567796454
2078695450,1913670219
2078695450,1954247845
2078695450,1965508252
2078695450,1968907424
2078695450,1973511575
2078695450,1977349107
2078695450,1978542969
2078695450,1980911707
2078695450,1982979405
2078695450,1989989515
2078695450,1991128168
2078695450,2003377125
2078695450,2005032463
2078695450,2005534344
2078695450,2005699791
2078695450,2008003744
2078695450,2008098124
2078695450,2008575040
2078695450,2008777534
2078695450,2012007744
2078695450,2016034672
2078695450,2016051897
2078695450,2017800380
2078695450,2021660501
2078695450,2024297060
2078695450,2026781137
2078695450,2027434669
2078695450,2031754487
2078695450,2036161103
2078695450,2036975236
2078695450,2039180421
2078695450,2040134159
2078695450,2043180728
2078695450,2043935503
2078695450,2060761342
2078695450,2062064131
2078695450,2065213471
2078695450,2065316859
2078695450,2071034503
2078695450,2073831978
2078695450,2075065244
2078695450,2075314701
2078695450,2075481277
2078695450,2081010510
2078695450,2086510270
2078695450,2090404110
2078695450,2108926053
2078695450,2112697742
2078695450,2117404433
2078695450,2120293553
2078695450,2120403158
2078695450,2122111639
2078695450,2126831351
2078695450,2149138325
2078695450,2152768238
2078695450,2159704829
2078695450,2160167439
2078695450,2521646548
2091456956,1490722428
2091456956,1629183898
2091456956,1797985737
2091456956,1964345509
2091456956,1965508252
2091456956,1967858383
2091456956,1975769617
2091456956,1976405615
2091456956,1980741809
2091456956,1988682179
2091456956,1994250676
2091456956,2001666409
2091456956,2006269440
2091456956,2017516928
2091456956,2022342086
2091456956,2027236222
2091456956,2046607065
2091456956,2047471103
2091456956,2049826494
2091456956,2050335888
2091456956,2059883457
2091456956,2060709448
2091456956,2062356949
2091456956,2064526378
2091456956,2065213471
2091456956,2066989356
2091456956,2067442353
2091456956,2068977155
2091456956,2074127418
2091456956,2075136697
2091456956,2079450349
2091456956,2080148426
2091456956,2081010510
2091456956,2081730737
2091456956,2081845306
2091456956,2088846868
2091456956,2088969369
2091456956,2092083194
2091456956,2095553679
2091456956,2105368499
2091456956,2107082625
2091456956,2110778189
2091456956,2112605717
2091456956,2117404433
2091456956,2120403158
2091456956,2120815132
2091456956,2128979564
2091456956,2133436456
2091456956,2140484708
2091456956,2144397444
2091456956,2145779093
2091456956,2798255102
2106341525,20711710
2106341525,89993719
2106341525,333431262
2106341525,593053879
2106341525,613826934
2106341525,1495158030
2106341525,1516424854
2106341525,1517482401
2106341525,1522202957
2106341525,1525383352
2106341525,1559207897
2106341525,1591354983
2106341525,1600322846
2106341525,1665332082
2106341525,1804954951
2106341525,1968226299
2106341525,1972784059
2106341525,1975998563
2106341525,1976405615
2106341525,1980741809
2106341525,1986886713
2106341525,1988682179
2106341525,1988946320
2106341525,1992193527
2106341525,2000615646
2106341525,2011068847
2106341525,2020243704
2106341525,2020454206
2106341525,2020741801
2106341525,2021347416
2106341525,2024650319
2106341525,2026758223
2106341525,2026763889
2106341525,2027046624
2106341525,2027236222
2106341525,2029330643
2106341525,2035546404
2106341525,2043652583
2106341525,2051378801
2106341525,2054765702
2106341525,2056494381
2106341525,2060709448
2106341525,2066989356
2106341525,2075198976
2106341525,2076728705
2106341525,2081010510
2106341525,2088544664
2106341525,2088969369
2106341525,2089270519
2106341525,2089804748
2106341525,2096587741
2106341525,2105368499
2106341525,2110778189
2106341525,2112072718
2106341525,2118351932
2106341525,2118355391
2106341525,2125121920
2106341525,2150560657
2106341525,2162069447
2106341525,2163988453
2106341525,2165415476
2106341525,2498100389
2106341525,2499851331
2106341525,2906775263
2106341525,2940951802
2106341525,2956085540
2106341525,2959151809
2122148443,1983494063
2122148443,1987010373
2122148443,1996171211
2122148443,1996711433
2122148443,2024115181
2122148443,2026758223
2122148443,2034546367
2122148443,2035307316
2122148443,2035480835
2122148443,2035683668
2122148443,2040035146
2122148443,2057881608
2122148443,2060451083
2122148443,2064348371
2122148443,2074077936
2122148443,2082869026
2122148443,2108394838
2122148443,2109352893
2122148443,2129561051
2122148443,2130079447
2122148443,2131785404
2122148443,2145002472
2122148443,2146128510
2143076092,3606353
2143076092,42426511
2143076092,109564690
2143076092,193232596
2143076092,211495168
2143076092,269931267
2143076092,289609237
2143076092,659356751
2143076092,1489267873
2143076092,1499292756
2143076092,1527222540
2143076092,1544928458
2143076092,1555014595
2143076092,1572143214
2143076092,1577942104
2143076092,1586414640
2143076092,1591054692
2143076092,1751240197
2143076092,1783898892
2143076092,1963681081
2143076092,1965231942
2143076092,1965551285
2143076092,1966995688
2143076092,1967562362
2143076092,1970030912
2143076092,1971575845
2143076092,1972909829
2143076092,1974843622
2143076092,1977396365
2143076092,1977721504
2143076092,1981243492
2143076092,1985769748
2143076092,1989166512
2143076092,1996898587
2143076092,1999426151
2143076092,2006146065
2143076092,2016301684
2143076092,2019134372
2143076092,2019604259
2143076092,2023584795
2143076092,2029636216
2143076092,2037693308
2143076092,2040035146
2143076092,2046553548
2143076092,2051617963
2143076092,2052345307
2143076092,2052786148
2143076092,2053011780
2143076092,2056831274
2143076092,2060451083
2143076092,2060744621
2143076092,2066070648
2143076092,2073910028
2143076092,2086649641
2143076092,2088519494
2143076092,2092974559
2143076092,2095531079
2143076092,2102987997
2143076092,2107455623
2143076092,2111403529
2143076092,2114088086
2143076092,2143445015
2143076092,2152824855
2143076092,2172273002
2143076092,2261851661
2143076092,2409068341
2143076092,2789111982
2143076092,2797369760
2143076092,2916383074
2184230429,1986008196
2184230429,2018160442
2184230429,2025534540
2184230429,2031105829
2184230429,2031256578
2184230429,2035307316
2184230429,2035480835
2184230429,2059723836
2184230429,2069198195
2184230429,2076320060
2184230429,2108533289
2184230429,2108926053
2184230429,2109352893
2184230429,2114088086
2184230429,2135664158
2184230429,2147687450
2184230429,2150092668
2184230429,2153998255
2184230429,2154968670
2184230429,2733154886
2522119927,64292371
2522119927,1499292756
2522119927,1533895613
2522119927,1709453369
2522119927,1846737687
2522119927,1887510520
2522119927,1965189702
2522119927,1966900462
2522119927,1977187946
2522119927,1978724340
2522119927,1983610088
2522119927,1994571321
2522119927,2005534344
2522119927,2005750438
2522119927,2013549254
2522119927,2021347416
2522119927,2024918373
2522119927,2025534540
2522119927,2030831236
2522119927,2033389971
2522119927,2035480835
2522119927,2076937736
2522119927,2085433311
2522119927,2088910861
2522119927,2089078688
2522119927,2089397343
2522119927,2091035921
2522119927,2096587741
2522119927,2105473918
2522119927,2105619537
2522119927,2111962762
2522119927,2112697742
2522119927,2117535423
2522119927,2122630262
2522119927,2125073344
2522119927,2128091892
2522119927,2130852760
2522119927,2152831629
2522119927,2158572527
2522119927,2161898257
2522119927,2162645769
2522119927,2172145194
2522119927,2172282277
2522119927,2911681737
2538299743,1547226465
2538299743,1977997278
2538299743,1985691925
2538299743,1989527266
2538299743,1990289074
2538299743,1991853877
2538299743,1996800846
2538299743,2000381842
2538299743,2002259343
2538299743,2006701695
2538299743,2012168604
2538299743,2016534914
2538299743,2021859693
2538299743,2024915811
2538299743,2026763889
2538299743,2030831236
2538299743,2035307316
2538299743,2052247678
2538299743,2103719847
2538299743,2110778189
2538299743,2112072718
2538299743,2122148443
2538299743,2139171307
2538299743,2144217781
2538299743,2149242155
2538299743,2163870271
2538299743,2172203360
2538299743,2182175691
2538299743,2299492233
2538299743,2600298391
